Date of contribution,Latitude,Longitude,Address,Category,What made you feel like this?,Age,Gender,Do you identify as having a disability?,Your Comment,Are you from a culturally and linguistically diverse background?
May 07 18 08:26:56 pm,-37.5599558,143.856732,"40a Armstrong Street North, Ballarat Central Victoria 3350, Australia",Happy = Safe,Well Lit - considered lighting,15,Female,No,Family-friendly restaurants which make the atmosphere seem lively and safe,No
May 07 18 08:29:19 pm,-37.56050127,143.858432,"38 Lydiard Street North, Ballarat Central Victoria 3350, Australia",Happy = Safe,"Busy - lots of people, activity",15,Female,No,Culturally diverse atmosphere which welcomes people of all abilities and features many different styles of art,No
May 07 18 08:31:03 pm,-37.55899563,143.8555035,"117 Doveton Street North, Ballarat Central Victoria 3350, Australia",Happy = Safe,"Busy - lots of people, activity",15,Female,No,The library is a great space for everyone,No
May 07 18 08:36:16 pm,-37.55904453,143.8555625,"117 Doveton Street North, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",15,Female,No,"Many unpredictable people (especially homeless, or under the influence of alcohol and other drugs). Makes it seem unclean and unkempt, which is off-putting ",No
May 07 18 08:39:13 pm,-37.56285251,143.8588719,"120 Lewis Street, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",15,Female,No,"Litter covering gutters, many cigarette butts, not exposed to general traffic and always seems dirty",No
May 07 18 08:41:59 pm,-37.56271942,143.8661977,"10 Victoria Street, Bakery Hill Victoria 3350, Australia",Sad = Unsafe,Other,15,Female,No,"Dirty, unkempt buildings, ""greasy"" and ""cheap"" eateries which make it off putting to wander around that area",No
May 08 18 07:46:12 pm,-37.560974,143.8480553,"815-819 Sturt Street, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",15,Female,No,"I feel unsafe walking past the McDonald's on Sturt, especially when it is dusk/dark. There are often teens drinking, or others who make me feel uncomfortable. ",Yes
May 08 18 07:53:07 pm,-37.56233776,143.8614148,"17-19 Bridge Mall, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",15,Female,No,More security needed in Bridge Mall.,No
May 10 18 06:12:09 pm,-37.56261779,143.8617396,"24 Bridge Mall, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",51,Female,No,Area has a few blind corners and doorways and often has people simply hanging around,No
May 10 18 06:15:02 pm,-37.5597772,143.8553667,"Mitchell Harris Wines, 38 Doveton St, Ballarat, Victoria 3350, Australia",Happy = Safe,"Busy - lots of people, activity",51,Female,No,"Area is very open, you seen into buildings and laneways, very will lit with good viewlines",No
May 14 18 04:59:14 pm,-37.56381693,143.8628474,"7 Eastwood Street, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",22,Female,No,"This coles always has homeless/drug users out the front (appologies for putting them in the same category) but i steer clear from even walking passed as people yell at you, make remarks, and are generally scary",No
May 14 18 09:51:31 pm,-37.56015141,143.8627052,"3 Davies Street, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",55,Female,No,"Tunnel between from mair street through to scotts parade is unsafe to walk through, especially at the end of the trade day",No
May 15 18 06:42:52 am,-37.5632769,143.8616645,"16 Little Bridge Street, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",39,Female,No,Groups of people (mainly young men in cars) hang around in the car park acting agressively.,No
May 15 18 08:53:46 am,-37.56463336,143.8630378,"30 Peel Street South, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,"Harassment - begging, pushing, verbal, physical",,,,"People approach you for money when you are leaving the supermarket, even when loading groceries into the car",
May 15 18 08:54:23 am,-37.56141863,143.8541222,"422 Sturt Street, Ballarat Central Victoria 3350, Australia",Happy = Safe,Well Lit - considered lighting,38,Female,No,"Walk regularly at night along Sturt street between
Grenville Street North and Talbot Street.  This is well lit and has passing traffic.",No
May 15 18 08:55:48 am,-37.5620905,143.8472235,"14 Drummond Street South, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,Other,38,Female,No,Poorly Lit and pavement uneven.,No
May 15 18 08:56:03 am,-37.56551781,143.8632202,"43 Peel Street South, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",,,,Quite dark near dog park and no security cameras around in the street. Many loud people walk around and see fights in the street,
May 15 18 08:57:22 am,-37.55900324,143.8484144,"803 Mair Street, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",41,Female,No,Working at the hospital and leaving late this is very unsafe. Not fair for shift workers serving the community!!!!,No
May 15 18 08:58:04 am,-37.56151218,143.8524806,"601 Sturt Street, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",38,Female,No,"Had to cross to other side of road as drunk, load men approaching.",No
May 15 18 09:01:36 am,-37.56511301,143.8472643,"509 Eyre Street, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,Other,64,Female,No,I have chosen here because where I park when I work my late shift ie til 6pm is just outside the boundary. I park in Windemere St between 2-3 blocks from where I leave work in the hospital. I don't look anywhere else anymore because there is never space. Windemere St is reliable but it is not well lit and in winter on a 6pm shift I always walk 3 blocks in darkness.,No
May 15 18 09:04:00 am,-37.56574317,143.8632604,"45 Peel Street South, Bakery Hill Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",,,,"People drop rubbish and graffiti property in this area of town because it is dark and there is no security near the bus stop, or shelter. As there are no speed bumps either on peel street south people speed noisily down peel street towards grant street and have heard of thefts in the area where cars can drive quickly away from unsuspecting victims.",
May 15 18 09:06:37 am,-37.55968364,143.8627696,"3 Davies Street, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",,Female,No,The tunnel under the railway line always feels unsafe.,No
May 15 18 09:09:11 am,-37.56305153,143.8480711,"802 Dana Street, Ballarat Central Victoria 3350, Australia",Happy = Safe,Well Lit - considered lighting,53,Female,No,I walk to my car in the dark several times a week and always feel safe walking down Drummond st and Dana St because of the lighting. However Errard and Raglan are much darker and I don't feel as safe in those streets.,No
May 15 18 09:15:51 am,-37.55844854,143.8480507,"806 Mair Street, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",29,Female,No,"I actually wanted to place the red pin just outside of the boundary towards the hospital, as I find when leaving/entering the hospital after dark there is often some intimidating and scary members of the community that tend to hang around here and occasionally they will accost visitors and staff.",No
May 15 18 09:45:41 am,-37.55897773,143.847878,"28 Drummond Street North, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,Other,,Female,No,"As an administrative employee of BHS - the surrounding streets of both hospitals feel dark, unpredictable and unsafe.  I often attend or leave work in the dark.  I am often dressed in skirts/dresses, with heels and carry a laptop, case, meeting items.  There are large sections of the footpaths that are cloaked in darkness, are not clearly visible to the road and have lots of lanes, shrub/tree filled drives and businesses that are unoccupied between 5pm-9am.
I often run scenarios through my head of what I would drop and run and what I could use for defence.",No
May 15 18 10:52:19 am,-37.56334068,143.8621688,"43 Little Bridge Street, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",60,Female,No,Disgusting area always filthy no lighting only one operating last night . Rubbish everywhere in the evening unpainted filthy disgrace for entrance to Ballarat . Behaviour of people hanging around is so threatening for women and children ,No
May 15 18 11:02:48 am,-37.56334919,143.8620991,"41 Little Bridge Street, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",31,Female,No,"Feel unsafe around the area, people using verbal abuse & lots of Drunk & drugged people acting erratically & violently. Visually it looks disgraceful, rubbish, graffiti, vandalism, etc. (It has a ghetto feel). I would not like to see this if I was a tourist to our city. I have witnessed fights, anti-social behaviours, violence, abuse (verbal & physical), and drug dealing in the bus stop as a passer by and it creates a very unsafe environment so close to a shopping, family, community area.  ",No
May 15 18 11:04:01 am,-37.55871407,143.8576841,"8 Market Street, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",,Female,No,Especially feel unsafe here after hours. ,Yes
May 15 18 11:05:14 am,-37.558376,143.8565817,"109 Armstrong Street North, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",,Female,No,This car park is dark and homeless people tend to sleep here. ,Yes
May 15 18 11:19:11 am,-37.56526268,143.8495731,"132 Raglan Street South, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,Other,23,Female,No,On PM shifts I have to park such a long way from the hospital often as far as Urquhart Street and its a long dark walk at the end of the shift -  I often ring family to talk to as I walk all that way to my car.,Yes
May 15 18 11:21:04 am,-37.563936,143.862834,"7 Eastwood Street, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",52,Female,No,I often dont feel safe walking near Coles Eastwood Street from my work at Safety Link Eastwood Street and the Bus Stop in Little Bridge Street,No
May 15 18 12:12:26 pm,-37.56294267,143.8607054,"2 Little Bridge Street, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",,Female,No,I wait for my hairdresser to finish if I've got an appointment at night and wait for her to get to her car.  Hairdressers door is locked at night when not many people are around.,No
May 15 18 12:26:10 pm,-37.55886716,143.8478297,"30 Drummond Street North, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,Other,,,,Not safe at night anywhere around hospital,
May 15 18 01:45:05 pm,-37.55689397,143.850646,"51 Webster Street, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",32,Female,No,There is extremely poor lighting along this street and large trees which shield the existing lights. This makes visibility incredibly poor when walking along the street. There is additionally supported accommodation (for people with social problems) and the people frequently hang out along the street which makes the street feel unsafe.,No
May 15 18 01:48:08 pm,-37.56512661,143.8474274,"507 Eyre Street, Ballarat Central Victoria 3350, Australia",Happy = Safe,"Busy - lots of people, activity",,Female,No,Felt safe leaving REB,No
May 15 18 01:51:15 pm,-37.55851846,143.8481784,"806 Mair Street, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",,Female,No,unsafe walking to the car,No
May 15 18 02:26:02 pm,-37.56383394,143.8628554,"7 Eastwood Street, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",51,Female,No,Homeless and drug affected people argue and fight. have been approached by people wanting money several times when I was alone and felt intimidated,No
May 15 18 02:28:43 pm,-37.55692799,143.8520837,"24 Webster Street, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,Other,51,Female,No,"Walking to car from work at night ,dark, no one around, felt insecure and unsafe",No
May 15 18 02:30:03 pm,-37.56039806,143.8578665,"43 Lydiard Street North, Ballarat Central Victoria 3350, Australia",Happy = Safe,"Busy - lots of people, activity",51,Female,No,"Lots of lighting, people around",No
May 15 18 02:32:31 pm,-37.56446327,143.8482964,"121 Errard Street South, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,Other,51,Female,No,"Dark, no one around when walking to car at night after work. Limited parking near Hospital for staff that is well lit and secure and all day parking",No
May 15 18 03:15:56 pm,-37.56088045,143.8477042,"825 Sturt Street, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",49,Female,No,"I work At Ballarat Health services at night and don't feel safe walking to my car after dark because I have been abused and there is not enough lighting and not enough 8 hrs parking or lack there of . We need to be able to feel safe leaving work, the city of Ballarat seem to put making money before safety of people.",No
May 15 18 04:43:38 pm,-37.56372551,143.8628554,"7 Eastwood Street, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",43,Female,No,"Intoxicated people, people begging for money.",No
May 15 18 06:04:03 pm,-37.56145265,143.8476419,"1 Drummond Street South, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",27,Female,No,I was chased to my car,No
May 15 18 07:02:24 pm,-37.55962411,143.8477278,"14 Drummond Street North, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",30,,No,I add this pin to cover Ascott street behind the hospital and surrounding 3 blocks in either direction. As a night/afternoon shift worker it is not uncommon for me to leave/arrive to work during the dark. Numerous times I have felt eyes watching me as I leave work to get to my car (yes I use the staff car park when it is free but that's not always the case). I worry for the safety of both visitors and staff with the current parking restrictions surrounding the hospital and wonder what it will take for the concerns of others alike to be followed up on. ,No
May 16 18 12:51:56 am,-37.55897092,143.8493006,"24 Errard Street North, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,Other,,,,minimal lighting and bushes on corner mair and errard street,
May 16 18 01:01:08 am,-37.55874129,143.8485861,"801a Mair Street, Ballarat Central Victoria 3350, Australia",Happy = Safe,Well Lit - considered lighting,,,,enough general activity. short distance from hospital and well lit.,
May 16 18 01:02:42 am,-37.55668814,143.8493328,"67 Webster Street, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,Other,,,,too far to walk alone potential to be followed. not enough general activity in webster street,
May 16 18 01:00:49 pm,-37.55993879,143.8476312,"8 Drummond Street North, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",22,Female,No,"Never feel safe when walking to my car after work, As a young nurse I've had multiple people stop me both nice and mean to abuse nursing. Poor light everywhere and have to park 3 blocks away to reach parking suitable for the length of shifts. Often have rang friends or family to pick me up and drop me to my car due to feeling unsafe.",No
May 16 18 05:11:45 pm,-37.55754036,143.8482857,"104 Drummond Street North, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",,Female,No,Current employee BHS. Feel extremely unsafe walking to car after late shift. Car park full on regular basis and no all day parking close to hospital. ,No
May 17 18 06:32:29 am,-37.56352778,143.8630056,"7 Eastwood Street, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",,Female,No,"Constantly being begged for money, drug use in toilets at Coles, constant fights",No
May 17 18 09:26:57 am,-37.56063619,143.8592291,"36 Camp Street, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",37,Female,,"BHS staff has VERY LITTLE parking options within the hospital carpark, and we have to pay for parking, which in itself shows a gross lack of understanding and support from management, who often enjoy benefits that us ordinary staff members do not. Staff have been feeling unsafe having to walk at least 20-30 minutes from out-of-the-way parking that is unsafe to walk in even in day light hours, just to get to work on time, and then having to do the same after work, when it is often dark, particularly in the colder seasons. This is especially difficult for staff who work late shifts due to all the restrictions imposed by the Ballarat Council around parking, as well as the gross lack of understanding and support from BHS' management, who appear to management being ignorant or uncaring about what really happens on the ground.",Yes
May 19 18 01:25:59 am,-37.55853878,143.8482726,"806 Mair Street, Ballarat Central Victoria 3350, Australia",Happy = Safe,"Busy - lots of people, activity",42,Female,No,Where I park to do night shift at the hospital. Wouldn't want to park any further away.,No
May 19 18 04:04:40 am,-37.5635703,143.8484466,"103a Errard Street South, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,Other,,Female,No,It is dark and I don't want to walk that far ,
May 19 18 04:05:13 am,-37.56305578,143.8475829,"813 Dana Street, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,Other,,,,I don't like this,
May 20 18 02:40:21 am,-37.55708108,143.8525987,"31 Webster Street, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,Well Lit - considered lighting,40,Female,No,Dark quiet street at night,No
May 21 18 07:14:48 am,-37.55922437,143.8478565,"24 Drummond Street North, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",40,Female,No,"Parking is horrendous around BHS so safety is compromised walking to cars after work, particularly late shifts",No
May 21 18 11:15:03 am,-37.56247321,143.8488865,"15 Errard Street South, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,Other,46,Male,No,Poor lighting ,No
May 22 18 04:02:14 am,-37.56135638,143.8576412,"9 Lydiard Street North, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,Other,44,Female,No,Walking at night after work from Base Hospital to my car parked down Mair street ,No
May 22 18 09:42:23 am,-37.56306428,143.8620883,"41 Little Bridge Street, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,"Harassment - begging, pushing, verbal, physical",28,Female,No,"Bus interchange - Teenagers always fighting and being verbally abusive. Coles carpark - homeless people being intimidating, demanding money and hassling for coins from trolleys, following to cars",
May 22 18 09:43:25 am,-37.56485447,143.846755,"132 Drummond Street South, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",63,Female,No,"due to a lack of parking within the hospital and outside the hospital I have to park down Drumond st, in Eyre st, or in Drumond st out side of the area delineated for an afternoon shift. Because I require parking longer than 3 hrs I can end up parking a long way from the hospital. occasionally I have felt unsafe walking to my car between 9.30pm and 10.30 pm when I get off work ",No
May 23 18 12:36:29 pm,-37.56185663,143.8624316,"54 Curtis Street, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",34,Female,No,I went to pick up take away with my daughter at 6:30 in the evening and I felt very unsafe with a car full of people across the road yelling and drinking,No
May 23 18 01:03:56 pm,-37.55786356,143.8557985,"108 Market Street, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",22,Male,No,Homeless people sleep around the library,No
May 23 18 01:34:07 pm,-37.56349716,143.8629788,"7 Eastwood Street, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",50,Female,No,Outside toilet block near Coles in Eastwood St,No
May 23 18 01:50:55 pm,-37.56157172,143.8579792,"2-6 Lydiard Street North, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,"Harassment - begging, pushing, verbal, physical",44,Female,No,Waiting for the taxi at the taxi rank. Fights occur regularly even with security at the rank,No
May 23 18 01:52:40 pm,-37.55996431,143.8578933,"71 Lydiard Street North, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,"Sexual Harassment - stalking, propositioning, groping, rape",40,Female,No,Aggressive comments about my dress from a man,No
May 23 18 01:56:53 pm,-37.56421664,143.8513219,"108 Lyons Street South, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,Other,44,Female,No,Poor lighting. Feels horrible walking to my car (this could even be around 5.30-6pm in the cooler months) The new parking incentive that pushed out the all day free parking a couple of blocks away from Sturt Street has alot to answer for especially when the spaces we used to occupy sit empty most the day. ,No
May 23 18 01:59:48 pm,-37.56317484,143.8618255,"33 Little Bridge Street, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,"Harassment - begging, pushing, verbal, physical",44,Female,No,"People harassing as you head over to the Bridge Mall from the carpark. Begging, violence, abusive language, homelessness issues, vandalism. ",No
May 23 18 04:03:06 pm,-37.563936,143.8483286,"110 Errard Street South, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,Other,,Female,No,I work as a Social Worker Ballarat Base Hospital and have to park several blocks from work due to parking restrictions.  I feel very vulnerable walking back to my car at night.   I have experienced some incidents of verbal harassment on this walk. I find the lighting to be poor and there are few people around.  ,
May 24 18 07:45:38 am,-37.5614888,143.8619193,"1 Curtis Street, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",41,Female,No,Never feel safe in this area at night,No
May 24 18 10:25:42 am,-37.560693,143.8589716,"33 Camp Street, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,Other,63,Female,No,the walkway from Camp st to the art gallery ,No
May 24 18 10:27:19 am,-37.56239395,143.858857,"101 Sturt Street, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",63,Female,No,toilets behind Parent place ,No
May 24 18 11:00:16 am,-37.55961135,143.8477331,"14 Drummond Street North, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,Well Lit - considered lighting,28,Female,No,"Parking around the hospital for staff and patients/visitors is inadequate - the multistory car park is often full meaning people have to park blocks away and walk, and the lighting all around these streets is poor or nonexistent. I regularly have to walk to my car in the dark late at night after work and don?t feel safe at all.",No
May 24 18 11:02:15 am,-37.56316846,143.855938,"25 Armstrong Street South, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,"Harassment - begging, pushing, verbal, physical",28,Female,No,"Teenagers loitering, fighting, yelling abuse at people entering Central Square.",No
May 24 18 11:03:35 am,-37.56310468,143.8612998,"16 Little Bridge Street, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",38,Female,No,"Witnessed a fight break out at the Little Bridge St bus stop yesterday.  Regularly lots of loiterers (usually teenagers) hanging about here, not actually catching a bus from what I can tell.  Makes me feel somewhat unsafe.  Also always TONS of litter which adds to the bad feel of the place.  I am a regular bus-catcher.",No
May 24 18 02:11:07 pm,-37.55847168,143.8572872,"5 Market Street, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",50,Female,No,"No residences, poor lighting, underground carpark",No
May 25 18 02:43:51 pm,-37.56332367,143.8621473,"43 Little Bridge Street, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",42,Female,No,"As a regular public transport user this whole area is out of control. The language, the litter, the smell.....the teenagers are one thing but the druggies congregating outside the Seniors Citizen Centre is also a worry. I'm no shrinking violet but I would avoid this area entirely except I need to access supermarkets close to public transport.",No
May 25 18 04:23:45 pm,-37.56247321,143.8486719,"15 Errard Street South, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,Other,53,Female,No,Its quite dark walking down Errard St. The streetlights are very dim and covered by trees. ,No
May 25 18 04:32:28 pm,-37.55885407,143.8479853,"30 Drummond Street North, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",34,Male,,"As a nurse working shift work, either male or female, we are at risk of experiencing abuse when walking after dark. With BBH carpark at capacity, and minimal all day parking nearby, staff are having to walk further in the dark to get to their vehicles. Nearby carparking at a reasonable fee is needed.",
May 25 18 04:33:58 pm,-37.56024539,143.8577739,"49 Lydiard Street North, Ballarat Central Victoria 3350, Australia",Happy = Safe,"Busy - lots of people, activity",34,Male,,"Very well lit, plenty of people around due to the proximity of the cinema and restaurants.",Yes
May 25 18 07:44:25 pm,-37.56499054,143.8468266,"1167 Eyre Street, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,Other,24,Female,No,little lighting once past eyre street,No
May 25 18 09:46:22 pm,-37.56327469,143.857479,"103 Lydiard Street South, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",50,Male,No,due to psychiatric clients loitering around the enterences to psychiatric wards and availability of illicit drugs from this area there is an increased risk of aggression here at night,No
May 26 18 12:18:15 am,-37.55985374,143.8477921,"10 Drummond Street North, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,"Harassment - begging, pushing, verbal, physical",31,Female,No,"Often large groups loitering, smoking in groups in unlit areas while returning to my car after work or arriving for a night duty. Sometimes verbally abused by unsatisfied patients from the emergency where I work. On days may be required to park 5-9 blocks from work due to a full carpark and inability to move car during shifts. ",No
May 26 18 04:35:00 pm,-37.55672811,143.8499057,"61 Webster Street, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,"Harassment - begging, pushing, verbal, physical",25,Female,No,I feel extremely unsafe walking down webster street to my car that I have to now park way down Loch avenue due to all the parking you have previously restricted. There is minimal lighting and I have had people yell out/harass me on this street before.,No
May 26 18 04:38:14 pm,-37.55697902,143.8482106,"110 Drummond Street North, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",25,Female,No,There are often big groups of males walking down this street late at night which is very intimidating and makes me feel unsafe. ,No
May 26 18 04:41:28 pm,-37.55657927,143.8488597,"73 Webster Street, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",28,Female,No,"minimal lighting, often intimating people and groups walking down here at night. have been approached and asked for money while walking to my car after work @ BHS.",No
May 27 18 04:09:34 pm,-37.56027695,143.8565941,"38c Armstrong Street North, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,Other,67,Female,No,"Very dark, and footpath not level, easy to trip and fall.",No
May 28 18 04:47:33 pm,-37.56337257,143.8484976,"103a Errard Street South, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",27,Female,No,"I walk to my car after 5 pm and feel unsafe at this time. How is that okay? Its daylight, yet you feel vulnerable walking. ",No
May 28 18 04:56:25 pm,-37.56332367,143.8469982,"103 Drummond Street South, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,Other,48,Female,No,I have placed this pin on the edge of the allocated zone as I feel unsafe when leaving work near the hospital at 5:30pm at night and walking to my car 2 blocks from Sturt street. With the proposed parking changes this will become even more of a concern,No
May 28 18 05:39:06 pm,-37.55924138,143.8479424,"24 Drummond Street North, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,Other,32,Female,No,"It is very dark in the side streets near the hospital and I feel incredibly unsafe when I walk to my car after 6pm at night. Since Council made changes to the all day parking around the hospital precinct I now need to walk at least 3 blocks in the dark at night back to my car. I often feel unsafe walking on the uneven footpath, not too mention how scared I feel as a young female walking alone in dark streets. It would be great if Council could reconsider making some all day parking closer to the Base hospital. ",No
May 29 18 01:24:23 am,-37.55857799,143.8480282,"805 Mair Street, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,Other,32,Female,No,"This actually applies to all of Mair Street around the hospital precinct, it is terribly lit.  In fact anywhere around a hospital should be well lit. We provide a 24hr service and staff have a right to feel safe when we are making the hike to and from our cars ",No
May 29 18 10:20:47 am,-37.5575948,143.8480711,"104 Drummond Street North, Ballarat Central Victoria 3350, Australia",Happy = Safe,"Busy - lots of people, activity",57,Female,No,"Hospital precinct, people always moving around and reasonably well lit.
Would like Lake included in this survey four our health with exercise.",No
May 29 18 02:45:13 pm,-37.55866304,143.8479209,"32 Drummond Street North, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,"Busy - lots of people, activity",,Female,No,"not happy that this zone is limited to one side of Drummond st, especially when as a hospital worker we were informed that this was a review of parking around the hospital site.
A lot of staff have to park many blocks away and have to walk either very early in the morning or very late at night in order to get a park. We often do not feel safe especially late at night.",
May 29 18 04:56:37 pm,-37.56044908,143.8598835,"2 Field Street, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,Well Lit - considered lighting,24,Female,,"No one around when Karova Lounge is closed, poor lighting, obscured door ways and buildings not in good condition.",
May 29 18 04:58:25 pm,-37.56575593,143.8598514,"16 Anderson Street West, Ballarat Central Victoria 3350, Australia",Sad = Unsafe,"Unpredictable People - homeless, drunk/drugged, teen gangs",24,Female,,I regularly get asked for money or a lighter etc. This makes me feel very uncomfortable as I have seen drug affected people react violently suddenly.,
May 29 18 05:01:08 pm,-37.56058516,143.8578933,"39 Lydiard Street North, Ballarat Central Victoria 3350, Australia",Happy = Safe,"Busy - lots of people, activity",24,Female,,"Feel like the center of town, always lots of people around",
